INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IZHK5F', 17, 'give', 'Season drop appear lose system finish.', 1679.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1C8GLU', 12, 'media', 'Late scientist explain.', 840.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('80AXX3', 72, 'we', 'Human eye talk present maybe all from physical.', 318.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EUJBTD', 37, 'join', 'Listen star country author.', 909.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1MS2B2', 2, 'keep', 'Prepare radio buy where customer.', 915.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YW035T', 2, 'agreement', 'Civil region environmental prevent.', 267.69);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4IX3WO', 46, 'better', 'Attack near plan teacher.', 890.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9RLJ2J', 81, 'various', 'Piece account ever support.', 56.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1IOQHU', 44, 'forward', 'Hour sure election find commercial group.', 1548.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MUE9HY', 21, 'computer', 'Thank series charge toward unit bad.', 1578.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MKHH1Y', 51, 'why', 'Method five carry the commercial floor person.', 254.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K2GM9O', 34, 'water', 'Who raise nation father bring travel.', 863.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QT11IB', 52, 'clear', 'Responsibility current serious seat.', 178.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X7JTFL', 54, 'approach', 'Memory outside class change I meet approach.', 1802.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MBASOM', 13, 'red', 'Hospital receive degree business everybody board.', 276.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ABJDDX', 19, 'statement', 'Actually bar gun understand whom magazine behind.', 323.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RVC8UO', 77, 'deep', 'Above miss southern from once.', 1542.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8RB4VE', 14, 'watch', 'Toward western man car training down.', 575.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0ZD423', 42, 'happen', 'Back lay our purpose customer.', 1784.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2B4JO8', 29, 'class', 'Will can meeting focus.', 1274.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GPINPE', 3, 'campaign', 'Company challenge production break.', 1306.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BTB6EN', 49, 'despite', 'American maintain edge be ability.', 188.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YN8EUQ', 38, 'air', 'Need report also second support service relationship.', 1611.66);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ITRIOR', 83, 'work', 'Effort alone give interest type there end.', 1508.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X080D5', 73, 'century', 'Pass remain claim claim any sometimes movement.', 112.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6UFHGE', 29, 'suggest', 'Teacher reduce center able less foot.', 1580.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ONBEW9', 54, 'consider', 'Her her whose well side vote.', 1013.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K140NJ', 30, 'together', 'Out give discuss artist trouble question.', 1705.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VG6J6O', 85, 'authority', 'Of baby guy group baby.', 1978.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QNJOWG', 7, 'care', 'Pick doctor not buy current.', 1500.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XNA1ZM', 56, 'meeting', 'Foreign system total serious.', 1533.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K7DVRD', 80, 'health', 'Religious analysis fill job.', 1439.91);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V3NGVC', 43, 'treat', 'Allow eye serious cut professional travel others.', 1137.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('P8CSZO', 68, 'seem', 'Through create newspaper huge fact smile conference.', 1444.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('I4DX0V', 14, 'carry', 'Report little service well opportunity kid magazine local.', 1544.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('T8LX4V', 29, 'who', 'Hear discussion others buy trade painting subject.', 581.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DVDJSG', 6, 'sit', 'Let baby store look however center.', 1114.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('L32WO9', 45, 'type', 'Director five pick offer attack ready.', 1130.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GYS9E7', 16, 'put', 'Former into work throw shake ok.', 446.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TMU2SQ', 72, 'agreement', 'Travel nothing religious number hold.', 980.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R75IXT', 28, 'information', 'Nature hot old world.', 567.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('34FI7U', 75, 'make', 'Catch they everybody meeting.', 1417.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FZ280X', 67, 'different', 'Present activity until appear.', 1647.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CGASRF', 90, 'issue', 'Field analysis myself.', 621.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WSWAUM', 64, 'value', 'Hotel management no agree.', 169.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AVZW6R', 29, 'quite', 'Chance writer nearly yet role PM newspaper.', 326.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('T3IBP9', 17, 'nation', 'Whatever deep event join.', 239.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('73AXVD', 53, 'career', 'But war study modern truth create.', 1134.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FITPPE', 70, 'vote', 'Get possible key benefit measure civil design.', 218.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IZOGNF', 38, 'past', 'If answer pull success much.', 1279.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9PF2LB', 52, 'her', 'Consider well field test daughter middle.', 1122.8);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('700GIR', 10, 'we', 'Laugh executive fill appear remain lot.', 1959.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8YUMQJ', 41, 'bed', 'Simple baby benefit the mission so key.', 1281.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K9RPA9', 65, 'rest', 'Strategy whether stage dinner cover site.', 1188.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TECNG2', 52, 'challenge', 'Sure radio shake beyond yard nearly certainly.', 1022.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8U0QCF', 16, 'civil', 'Language art style real interview nation after.', 875.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BDL54V', 12, 'rather', 'Really military worker ability well attention almost lay.', 1164.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WHDHSV', 69, 'enjoy', 'Fall reflect treat.', 1980.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8XESDJ', 49, 'assume', 'Red participant particular its shake.', 1527.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YJVZVI', 59, 'notice', 'Compare reveal probably weight turn.', 1833.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3ZSSOQ', 59, 'full', 'Rise where member here right why forward.', 1609.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KS0V1P', 49, 'account', 'Let management message call near clear relationship.', 96.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('I0XIA8', 7, 'oil', 'Give develop threat.', 1884.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5NY1YE', 72, 'country', 'Loss argue white wall see.', 1619.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OH4DCQ', 17, 'factor', 'With rich adult official.', 1363.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YH9GT2', 78, 'letter', 'We so trip item fight thing style without.', 1298.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('I6IROT', 10, 'second', 'Book into police new party.', 1139.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZYJABT', 55, 'majority', 'Center thousand whole soldier half see meet.', 1770.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SW1E5I', 28, 'economy', 'Usually suffer past structure so movement total.', 902.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z04F4B', 95, 'sport', 'Be imagine challenge economic son.', 1301.29);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MZTCZ3', 82, 'citizen', 'Reach choose strong but be high.', 1859.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('467UIR', 84, 'former', 'Air blood heart specific would use action.', 1274.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KIHK5C', 63, 'beat', 'Word modern number matter.', 1478.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SJ3J06', 12, 'specific', 'Heart pay morning room fund sell.', 1096.69);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y6AZKR', 68, 'point', 'Business evening cut commercial rise direction audience.', 687.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HYNI7D', 43, 'law', 'Exactly picture east edge.', 367.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TXH3JN', 32, 'him', 'Term produce young discussion.', 532.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('02LW4X', 39, 'participant', 'Energy finally eye he visit.', 1940.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZE3SPG', 56, 'evidence', 'Thousand almost thought beautiful.', 484.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KCMNYU', 35, 'toward', 'Best activity level not school performance.', 188.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8TO7RK', 5, 'treatment', 'Few north unit try billion window night.', 108.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2NMAJM', 89, 'stop', 'Alone structure edge first gas.', 1499.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GMLQFY', 36, 'financial', 'Participant eight north later three instead budget.', 903.44);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KEFTJM', 62, 'that', 'Role own budget old.', 356.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YZT0W7', 17, 'successful', 'Community data seem new.', 1659.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0BL6FI', 24, 'finish', 'Group another probably pull manage issue marriage.', 470.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R8O6OB', 51, 'choose', 'Admit performance challenge fire few top likely.', 505.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VVAANZ', 70, 'rich', 'Bank customer bank pattern worry.', 87.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RBOP9E', 92, 'material', 'Physical store ask peace city charge hair.', 256.44);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KE9XFB', 55, 'quite', 'Human again maintain open effect.', 1057.8);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PXQA2W', 27, 'politics', 'Get enjoy smile policy everybody force wide.', 865.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QJKXOO', 2, 'want', 'I others station generation clearly young.', 550.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FL5G8H', 3, 'spend', 'Offer describe one along result remember low.', 1291.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VK7QTC', 58, 'free', 'Sport audience watch weight act.', 718.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DQRBDL', 16, 'find', 'Dinner myself until hour somebody own factor.', 85.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IWS3ZQ', 90, 'voice', 'Relate especially doctor claim idea value political.', 1631.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NQCBAS', 73, 'particular', 'Book discussion change strategy issue.', 1722.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OYNHL9', 6, 'bed', 'Share five thank help.', 650.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ACH3H1', 4, 'experience', 'Court let data light.', 835.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BIID1P', 68, 'down', 'Various air say treatment real operation new.', 649.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('36Q5YQ', 53, 'how', 'Town well admit.', 1242.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W40Y3Y', 49, 'word', 'Partner full color compare way.', 1775.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TRODMM', 40, 'speak', 'West past then close animal practice.', 647.56);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IQ61CT', 13, 'section', 'Move put buy believe dream.', 553.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('I171O7', 85, 'play', 'Alone how cover east name audience.', 1389.41);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5N2SKH', 54, 'the', 'Technology green stop wait guy idea.', 1117.41);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('O00762', 92, 'tree', 'Would past watch woman occur enough itself.', 1061.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3EPXQ8', 21, 'couple', 'Theory idea himself analysis decide the.', 1083.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CCSM4A', 48, 'most', 'Fund lead carry out.', 1930.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UNXBJJ', 2, 'husband', 'Former indicate he cut partner student.', 1739.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J8X7WV', 87, 'agree', 'Process TV word a.', 1279.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SZOG6T', 32, 'charge', 'Factor development opportunity service.', 56.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('G6XPMS', 21, 'wonder', 'Stand lead single left capital sometimes report.', 1889.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KYTGHL', 22, 'response', 'Fish race form inside though difference forward.', 83.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KXBHNQ', 81, 'respond', 'Operation region sure my bank challenge mention place.', 1618.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7ABJI5', 28, 'alone', 'Short worker market PM pattern.', 1778.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z5YA5E', 77, 'speak', 'Choice just girl site.', 1344.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3HAMU8', 41, 'time', 'Firm fact until.', 134.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZYFD2C', 80, 'gun', 'Make wear once wife ever natural trial.', 1972.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MQ8PDL', 35, 'economic', 'Nice the us above development maybe.', 1089.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JI8ZEA', 61, 'brother', 'Fall provide sea again look general.', 1851.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5ER21K', 24, 'back', 'Down mouth ball join recognize perform edge take.', 876.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8M7PCZ', 73, 'interesting', 'Safe lose watch.', 813.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8Q1Q65', 70, 'concern', 'Have fill exactly house various particularly.', 413.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EK8CEL', 70, 'record', 'Before maybe campaign force knowledge tend five.', 1823.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5F11Z6', 39, 'fall', 'His stock trouble product sound.', 886.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y80L3W', 54, 'visit', 'Evening win Mrs economic themselves woman.', 1599.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4ELBUK', 48, 'able', 'Strategy indeed small.', 261.66);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GM0GJM', 53, 'according', 'Bad other hold local decide.', 185.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('T7BQG1', 53, 'set', 'Up ask system very.', 593.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LBPSV0', 33, 'today', 'Conference prevent too year.', 1625.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NI9ZJ1', 32, 'character', 'Pull commercial could power.', 1626.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MECEKZ', 60, 'energy', 'Ask style contain either senior.', 409.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('61WOVG', 42, 'responsibility', 'Enough world job entire agreement though.', 168.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VAMQ35', 62, 'traditional', 'Score challenge amount response.', 110.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OKHOYI', 51, 'yet', 'Decision as rule energy mouth old agency decade.', 1529.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NR7YVE', 7, 'wear', 'Small recognize allow themselves ground true forget.', 1924.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LDUADF', 18, 'might', 'Explain eat among evening.', 1207.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('L48BQB', 55, 'actually', 'Which city drive stand.', 1024.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LJFOYX', 32, 'general', 'Poor learn cell question light class hand.', 666.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LKC4VK', 75, 'establish', 'Agent early note wind somebody building believe certainly.', 1486.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('H35YWA', 2, 'price', 'Send anything value animal debate claim practice.', 1069.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CQ0LJJ', 95, 'politics', 'Particularly which product certain president.', 1353.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X83ZAW', 11, 'next', 'Pick entire face professor.', 490.12);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QUKOGN', 40, 'green', 'Against career natural notice.', 730.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DEOQOO', 57, 'establish', 'Control affect down modern example economic later.', 504.65);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LFCNAK', 89, 'open', 'Let Mrs style campaign television management.', 211.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PVD95F', 20, 'Mr', 'Include success campaign either.', 1022.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JHH0NN', 55, 'game', 'Scene son deal rule us crime politics.', 1270.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FW3R56', 45, 'what', 'Couple north chance on husband common.', 1785.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0WM4QZ', 70, 'situation', 'About law who.', 1823.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B38NNX', 25, 'ever', 'Election lot because when easy see along.', 599.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FNS5TA', 5, 'create', 'Quite participant boy market top laugh author.', 1865.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M52EFL', 17, 'bill', 'Relate shake agency adult total spring single.', 1318.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4N9H13', 87, 'author', 'Approach quite ever know.', 554.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZWKGYO', 15, 'name', 'Maintain as cup quickly size.', 1597.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GE85A2', 54, 'agree', 'It front apply seven go radio miss production.', 1404.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GYL6QS', 20, 'effort', 'South watch employee coach.', 1295.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('O9CW67', 52, 'memory', 'Provide seat lead himself ok.', 836.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VPKFAK', 4, 'act', 'Radio arm factor middle.', 1813.97);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DIE1AO', 49, 'full', 'Congress pressure the buy hand past or.', 592.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X2LGJN', 5, 'local', 'Cultural pay one learn she.', 1435.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8CSANQ', 33, 'direction', 'Fish none contain hot remember.', 1578.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CKUXMI', 10, 'born', 'Bill we their reach pattern reveal fill.', 1888.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XNN95R', 60, 'our', 'Firm military purpose nature today agent win.', 1866.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YI8FKO', 53, 'system', 'Clear leg star else have evidence talk not.', 917.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BMJUC9', 61, 'mouth', 'Old old call ever fast morning owner thousand.', 542.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('U0Z0V4', 45, 'election', 'Room raise note.', 843.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EUTGYU', 80, 'price', 'Administration notice reason visit see owner move.', 624.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LU7RFH', 4, 'glass', 'Forward high moment traditional step again.', 1696.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KTAUSF', 15, 'leg', 'Shoulder might newspaper world.', 1134.91);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OVWC8H', 88, 'loss', 'Box kid brother choice physical skin.', 567.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZVI4Q2', 88, 'major', 'Four stuff set environment region.', 1623.32);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2PAZGG', 34, 'president', 'Two law stuff popular.', 297.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UOYILN', 19, 'sign', 'Away follow money arm require record.', 1344.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6K014N', 54, 'keep', 'Behavior letter expect whether newspaper religious yes.', 1970.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V28G8X', 73, 'class', 'Red instead sometimes culture.', 68.37);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WM7TNJ', 53, 'usually', 'Attorney yard itself democratic.', 657.66);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UU47XJ', 62, 'catch', 'Fast audience must name lot food.', 1902.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TF05M9', 80, 'idea', 'Thing partner need stock true crime yeah.', 465.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QH7IU0', 8, 'Congress', 'Remain score relationship meet.', 1624.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MACB66', 79, 'wish', 'Inside hold center central state.', 1334.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KX7CXG', 39, 'dinner', 'Reveal three real yet.', 807.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B6MO2K', 80, 'you', 'Eye main series laugh before stock.', 1964.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1KQQWW', 58, 'thing', 'Heart capital message return.', 1184.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AAWZW4', 61, 'modern', 'Available American American last doctor right.', 1113.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GYBNA0', 95, 'kitchen', 'Within human majority fish strategy probably good.', 700.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5RLR17', 68, 'deep', 'Method need find industry or.', 1138.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8KGWVW', 72, 'floor', 'Focus unit style drug.', 1940.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SPIVBM', 70, 'home', 'Up pay eat alone political.', 1322.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UHQBBF', 26, 'study', 'Church because group offer book.', 355.66);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R97JYN', 35, 'church', 'Before day unit find administration.', 998.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2ZSBSD', 35, 'quickly', 'Such despite care himself plant science radio wonder.', 1107.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XW4J66', 87, 'evidence', 'System area type understand career middle ever.', 1701.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VLWZM4', 44, 'fund', 'Either plan nation.', 1690.83);
