INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0GBEHM', 23, 'among', 'Reason image her level long new.', 1747.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('50B7TC', 2, 'southern', 'Security financial south career ready scene seem think.', 799.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Q4J0QP', 51, 'skill', 'Room money investment fall increase tree plan.', 400.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GT0CX2', 43, 'politics', 'Behavior out dinner rise.', 1857.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('O8KJ38', 50, 'job', 'Many human view what happen each many.', 1816.66);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BAPTFS', 24, 'evidence', 'Everyone east place.', 1127.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5A3RKD', 53, 'economic', 'Than manage service mean.', 305.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J6DUH8', 26, 'who', 'They beat page.', 1506.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IWL5GB', 14, 'ball', 'Option keep lay hot majority citizen.', 1395.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PQ605E', 46, 'him', 'College town play.', 363.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('APWM25', 14, 'share', 'Low peace half specific.', 148.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GLR73Q', 32, 'alone', 'Practice current everybody us.', 841.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B6E5R9', 34, 'him', 'Evidence allow pay head.', 1377.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LU7A5B', 17, 'society', 'Follow event so town live.', 188.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JDEMVE', 42, 'region', 'Option central near side leave who summer.', 507.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SBZWJQ', 41, 'pretty', 'Wide wonder research miss card respond.', 358.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('P8MKNP', 18, 'pretty', 'Wait fly ten least step.', 1643.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X74IWN', 46, 'race', 'May summer thus half reality official president.', 1713.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YISL5D', 50, 'build', 'Town theory one young.', 1189.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4OIA4Y', 23, 'either', 'Almost best start memory sort.', 1387.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('D0IP1U', 32, 'meet', 'Space process important trip my financial run color.', 158.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PNB5EN', 44, 'nice', 'Pretty expert debate later trade three.', 1896.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('82TNVE', 29, 'establish', 'Back civil appear memory hair camera note.', 1103.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ON4CSZ', 42, 'technology', 'Away almost bag leave night.', 1762.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6M0RA1', 13, 'send', 'Year wide value treatment account religious present.', 419.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1YCVCA', 21, 'significant', 'School table cover almost strategy.', 1782.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZZ0MBT', 14, 'rich', 'Strong none animal industry.', 947.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J3MCP0', 37, 'research', 'Send course finish region book role rock.', 124.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7MXQLF', 20, 'fall', 'Brother eye Congress third.', 1986.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5461JA', 54, 'discussion', 'Air family few executive.', 879.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HLF6VN', 51, 'child', 'Throughout south another paper picture before radio.', 817.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WV2DWD', 49, 'father', 'Factor less draw night site less involve.', 82.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BT22Y7', 2, 'top', 'Wish choice those start apply course coach.', 1375.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PEZ5EO', 48, 'design', 'Include happen suffer speak bill.', 1994.37);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W6I5N3', 40, 'my', 'Occur provide simply this.', 1881.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('APXL74', 46, 'trial', 'Program lawyer top.', 1470.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('E5A4CX', 24, 'protect', 'Level international pressure president people important similar.', 345.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0O261R', 49, 'quickly', 'Home program success story degree their against.', 211.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1UMLVY', 14, 'might', 'Organization similar from trade eat free.', 1681.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UAG3C5', 37, 'scientist', 'Safe provide threat she without bed account.', 1758.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YLR28N', 24, 'late', 'Student under by.', 1136.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X0M9FX', 12, 'answer', 'Politics space open important now yes while maybe.', 328.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W7LLDE', 30, 'between', 'Any hair radio.', 1927.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BJQ0PP', 48, 'well', 'Ready plan only million into stuff church.', 1631.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R4W30Q', 3, 'college', 'Consider chair science several option a fish.', 1067.94);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BY6O2F', 46, 'group', 'Carry president condition authority fall concern begin.', 495.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PDLLRK', 19, 'factor', 'Address they land price lot head why.', 1731.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RU2MWH', 41, 'report', 'Board discussion wind name see dark article.', 411.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8QNW6L', 35, 'case', 'Eat share operation what him.', 1802.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6WE2OJ', 28, 'drop', 'Spend sister stuff idea media.', 1957.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B6GXL3', 17, 'kid', 'Trial difference recent fine economic crime.', 1745.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VO7ZOO', 20, 'total', 'Produce stand offer north.', 1070.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QJ3FYS', 55, 'measure', 'Game activity child cold character pull read.', 1867.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KZD2BB', 1, 'parent', 'Clearly simply newspaper across.', 882.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('07EWJM', 54, 'TV', 'Building which member.', 1488.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KRHWYO', 12, 'customer', 'Test place clearly staff to treatment.', 112.84);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CN4OBC', 10, 'plant', 'Loss oil hundred environment medical quality street.', 392.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XE8D98', 53, 'avoid', 'Trial resource write.', 265.65);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VI21XP', 7, 'yes', 'Should situation some direction be real far.', 1993.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QED3FZ', 17, 'check', 'Magazine able low actually decision number.', 1579.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1Q3KT4', 30, 'recognize', 'Friend structure probably husband.', 1848.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FEK77H', 45, 'his', 'Imagine popular news offer.', 1914.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DSSVGU', 16, 'my', 'Phone sometimes ago blood create.', 112.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('INBIAO', 55, 'including', 'Husband participant art through above mission.', 1027.65);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RE7BMA', 49, 'support', 'Skill news deep stage hard continue assume.', 97.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SZ99P2', 22, 'involve', 'Full message effort expect black medical.', 950.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WZ84FN', 7, 'end', 'Nation notice who research friend heavy production effort.', 845.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M7WL0M', 49, 'fill', 'Decision effect piece to.', 1598.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J8UC15', 28, 'international', 'Summer thought whom course your only true.', 95.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TW5UKU', 39, 'easy', 'Us summer past our long the realize senior.', 1039.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OV3XOH', 1, 'do', 'Former employee serious interview visit decision production.', 975.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('A3QY75', 7, 'authority', 'Radio build discussion no black become believe.', 605.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GLZ8V4', 23, 'natural', 'Serve have finish research ahead upon Republican.', 787.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PN2MQ3', 9, 'on', 'Very side music star.', 501.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0RXEIS', 22, 'compare', 'Wind Democrat article necessary.', 206.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3059EY', 17, 'south', 'However job back attention help trade our wrong.', 824.29);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6Q4Y22', 52, 'end', 'Couple character other.', 1368.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N1849M', 15, 'over', 'Policy agency party seek.', 500.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AT7UUZ', 29, 'indeed', 'Study cold friend more relationship wish nothing.', 1110.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('F86EKU', 45, 'single', 'Design dark history consumer free where order.', 1661.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XSOV0M', 23, 'person', 'Thank trip per Mrs continue commercial analysis my.', 519.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EPL7ZJ', 43, 'white', 'Current wall message third positive line ago rise.', 643.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KMQ5O2', 45, 'drop', 'Memory apply travel on they production sense guy.', 337.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HYZFEG', 19, 'either', 'Study huge group yourself.', 599.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LBZN44', 51, 'word', 'Heavy final shoulder person cut produce.', 1939.44);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QQJL0B', 42, 'last', 'Past at box hear relationship.', 631.95);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZLPPWA', 9, 'actually', 'Seven add better from.', 370.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8239E2', 21, 'scene', 'Glass support candidate all.', 852.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('0TXNWM', 1, 'especially', 'Structure customer ok news Congress.', 1976.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3ARFND', 2, 'role', 'World shake shake drive avoid.', 988.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GMFPH1', 40, 'hospital', 'Teach cut relationship provide rich.', 275.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W64C3A', 8, 'court', 'Here color admit hotel career.', 1636.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XG89X3', 19, 'finally', 'Inside stop perform trial or fire summer.', 846.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('C45JL6', 54, 'small', 'Fight ability same bring against fish moment.', 643.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RKVID5', 29, 'ground', 'Two and system film for dinner.', 1782.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('D1H4RC', 19, 'cut', 'Performance third nor project support real.', 920.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HM1XFA', 4, 'director', 'Soldier personal although Mrs home heavy everyone.', 777.95);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RRD7FF', 52, 'group', 'Act level small always imagine.', 1211.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4XI67D', 1, 'necessary', 'Now speech need.', 350.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FF42SO', 36, 'so', 'Whether bank account market truth prove those.', 1177.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UD22AI', 41, 'song', 'Available society dinner today.', 415.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VFVXZ3', 4, 'travel', 'Learn security people investment.', 799.23);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9DEN9O', 29, 'season', 'Else push become ok find act there.', 1252.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HBQUUK', 5, 'need', 'Shoulder room machine outside according do.', 433.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('78DLOB', 45, 'wrong', 'Around security force rich coach east best.', 944.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V2OSH6', 5, 'who', 'Bar character sure size sister citizen that a.', 789.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KQ145H', 24, 'argue', 'International six account generation argue can evidence.', 1828.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('85PG6M', 12, 'price', 'Require blue word push address.', 326.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('P8KKMJ', 42, 'off', 'Right will it suddenly evening name culture its.', 254.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CO4YNQ', 2, 'include', 'Practice north dog really including century side tend.', 410.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YCME04', 55, 'practice', 'Especially view court animal lay operation.', 1600.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CSE6HZ', 1, 'crime', 'West hand capital those third run.', 821.44);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('09U5VE', 11, 'game', 'Billion central trial someone growth property else.', 1630.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XDJ6JH', 40, 'movement', 'Sound bank turn still.', 113.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('L0WOXM', 43, 'own', 'This actually one shake care blue.', 899.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MXE0DM', 3, 'simply', 'Move say national particularly three several meet.', 790.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W60092', 51, 'something', 'Health walk body interest protect various buy.', 572.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7E24MR', 4, 'serious', 'Window economy religious machine.', 334.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9WTMGC', 22, 'day', 'Positive different high any.', 1160.05);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('84GZ8M', 24, 'senior', 'Authority improve energy writer.', 1397.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XQ83XW', 48, 'leave', 'Back ready lawyer enter whatever.', 1149.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2PSVZA', 44, 'what', 'Human old each answer.', 1875.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('T48VOQ', 8, 'family', 'Resource fast evidence scientist story responsibility.', 462.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('51W1LA', 38, 'seat', 'Body line foot vote mean discussion word.', 1325.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1R1JTI', 13, 'institution', 'High policy common.', 1336.65);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BWTJKJ', 51, 'side', 'Easy surface nation everybody.', 1246.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FNUKYH', 33, 'there', 'And network similar traditional discuss.', 605.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('C1DQQA', 4, 'soon', 'Recognize respond room respond lose bring.', 196.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WUB7CD', 49, 'world', 'History along brother coach.', 873.97);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5RF6CG', 24, 'American', 'Eye stage dog away.', 764.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3L1T59', 22, 'sell', 'Direction consider bank beat friend set example.', 1364.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8995A6', 42, 'budget', 'Sort prevent debate guy.', 1161.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('67RW6V', 12, 'east', 'New thus surface prevent fact despite process.', 1766.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7JUJAF', 26, 'treat', 'Scene score everybody develop authority purpose.', 757.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V47M8S', 45, 'whether', 'Live account thus market ten.', 775.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2QIZJY', 36, 'dream', 'Such fill describe painting computer notice billion force.', 974.36);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WCYB15', 49, 'result', 'Party strategy mean on will break exactly head.', 1501.05);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XUC5TJ', 39, 'fill', 'Like ball evening daughter social community.', 746.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YLVBJ1', 45, 'someone', 'War gun dream all open tonight.', 328.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('O40FAL', 48, 'property', 'Hundred or perform process capital.', 697.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6B9YOD', 5, 'back', 'Base near example.', 1856.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5QIDG8', 49, 'two', 'Would over tell street hot show.', 1650.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2ABG71', 28, 'hotel', 'Later piece treatment themselves stop.', 1222.37);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Q7YPWU', 52, 'management', 'Left add direction agency far success store.', 1788.05);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XIZJC1', 50, 'small', 'Strategy run past.', 1989.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RXZNE2', 1, 'important', 'Again source house million.', 1661.37);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9ZCS1L', 12, 'service', 'Feel very without gun adult.', 1732.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RF8NX9', 12, 'out', 'Record price up gun need allow.', 1582.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5119CC', 36, 'visit', 'Other tonight recently page maybe read beautiful church.', 1167.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AG63J5', 24, 'family', 'Probably top she cultural since four loss.', 232.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N07J0N', 1, 'decade', 'Carry then guess yet place watch whom.', 1547.84);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PR15Y6', 45, 'door', 'Suddenly research this cell term challenge.', 1687.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MI0UAY', 17, 'machine', 'Building trade budget.', 1930.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IWAORP', 43, 'adult', 'History throughout wide society.', 978.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VRX9Q1', 35, 'life', 'Staff other stage.', 565.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HCTU41', 37, 'drug', 'Dog message push view send.', 270.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QE2PRI', 55, 'plan', 'Physical particularly whatever increase fly expert door.', 262.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TR1OX2', 30, 'character', 'Data oil tough perform front offer former last.', 130.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8PC53M', 55, 'method', 'Still worry care buy message particularly thought.', 1724.65);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('08GSHJ', 44, 'behind', 'Movement meeting reach including.', 1967.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4XFUUG', 34, 'hit', 'Old different identify next forward stuff.', 1995.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('U6IBXZ', 41, 'practice', 'Per culture hope really.', 1601.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ANQOEE', 50, 'lawyer', 'Brother decade future.', 1136.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OD277L', 17, 'professor', 'Scene sense into executive information big outside.', 1228.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('B8WPTE', 35, 'use', 'Step left owner fine concern.', 1304.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('34U0L3', 11, 'air', 'Section into important figure.', 542.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('REVMTZ', 11, 'rock', 'Court simple however smile I.', 1034.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1OLTII', 33, 'approach', 'Consider thing billion hard son heart become.', 1669.24);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1UWE66', 16, 'compare', 'Discussion drop pattern artist drive.', 1620.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LW9HIN', 54, 'determine', 'Grow cut teacher size.', 635.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4VLTFI', 11, 'practice', 'Because happy author he baby do.', 166.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('T4QLCF', 32, 'blood', 'Wear address never about conference current.', 1448.38);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z8XLVI', 33, 'certain', 'But language develop film school your.', 1344.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FZ9YV3', 32, 'member', 'You Mr hold ok several.', 1557.39);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('G1KN09', 52, 'hair', 'Trial box general season these finally.', 645.84);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JB4IYC', 30, 'wonder', 'Deep eat good indeed.', 1224.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('I9BWJV', 12, 'your', 'Ball body minute win attack.', 1093.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OQ1EEQ', 34, 'effort', 'Person strategy only education.', 1004.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8ZD75K', 4, 'identify', 'Past away let.', 1457.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8X3HJ5', 53, 'us', 'Focus letter commercial response shake can her.', 204.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z4KZ6Y', 50, 'future', 'Fast off outside.', 1562.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8HXDN8', 5, 'employee', 'Skill forget soldier relationship.', 1754.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MF4T9Z', 53, 'quite', 'Wrong already I involve dog I base.', 1122.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4SLCFV', 16, 'him', 'Rule should mind about run.', 1834.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XHJE73', 49, 'their', 'Check left Democrat fast record chair interview.', 1607.8);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1LFRX7', 47, 'appear', 'Serve enough quite size.', 1083.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8SJOUG', 40, 'green', 'Air thing me.', 1076.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R7JAYG', 49, 'wonder', 'Black next so campaign policy it.', 85.2);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4RU971', 46, 'I', 'Let rock alone result small.', 757.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VW1QF0', 14, 'especially', 'Reason wind special language.', 611.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IVFTBK', 25, 'realize', 'Production company billion they.', 759.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('38DSXY', 44, 'without', 'Military me its age wall.', 662.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M8ERS5', 14, 'effort', 'Particular then lose tax specific.', 1851.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('34FXYY', 23, 'on', 'Both issue win fish person.', 1041.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZV53HI', 11, 'part', 'Pretty blue huge common.', 1289.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y19H4B', 17, 'as', 'Outside consider themselves raise fight baby action.', 1630.45);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YO3297', 48, 'stock', 'Likely marriage trial suggest new.', 213.04);
